DM_INSTITUCION_COD_INSTITUCION,NOMBRE,CCB_NIT_INST,ORDEN,SUBORDEN,NIVEL_INSTITUCION,CLASIFICACION_ORGANICA,SECTOR,NATURALEZA_JURIDICA,TIPO_INSTITUCION,IDMUNICIPIO,MUNICIPIO,IDDEPARTAMENTO,DEPARTAMENTO,DIRECCION,FAX,EMAIL,CCB_TELEFONO,CCB_PAGINA_WEB,LONGITUD,LATITUD,ESTADO_INS,NOMBRE_REPRESENTANTE,CARGO_REPRESENTANTE
1156,ALCALDIA DE SURATA - SANTANDER,890205051,TERRITORIAL,MUNICIPAL,CENTRAL,RAMA EJECUTIVA,NO APLICA,ALCALDÍA,ADSCRITAS,780,SURATÁ,68,SANTANDER,"""Carrera 4 No. 4-19 Palacio Municipal""",6169790,NULL,6169790,http://surata-santander.gov.co,-72.983983,7.366515,ACTIVA,ANA FRANCISCA CORONADO GOMEZ,NULL
5330,"PERSONERIA DE MORALES -- MORALES, CAUCA",891500982,TERRITORIAL,MUNICIPAL,NO APLICA,ORGANOS DE CONTROL,NO APLICA,PERSONERÍA MUNICIPAL,NO APLICA,473,MORALES,19,CAUCA,"""Centro Administrativo Municipal CAM""",8279051,NULL,8493051,http://morales-cauca.gov.co,-76.628114,2.753912,ACTIVA,NULL,NULL
8077,INSTITUTO DE ESTUDIOS DEL MINISTERIO PUBLICO,NULL,NACIONAL,NO APLICA,NO APLICA,ORGANOS DE CONTROL,NO APLICA,UNIDAD ADMINISTRATIVA ESPECIAL DE CARACTER ACADÉMICO,NO APLICA,1,BOGOTÁ. D.C.,11,BOGOTÁ. D.C.,"""VACIA""",NULL,NULL,NULL,NO DISPONIBLE,-74.072092,4.710989,ACTIVA,NULL,NULL
1681,CONCEJO DE GUICAN,800099202,TERRITORIAL,MUNICIPAL,NO APLICA,CORPORACIÓN POLÍTICO ADMINISTRATIVA,NO APLICA,CONCEJO MUNICIPAL,NO APLICA,332,GÜICÁN DE LA SIERRA,15,BOYACÁ,"""CARRERA 5   2  85  """,NULL,NULL,NULL,http://www.guicanboyaca.gov.co,-72.412077,6.463042,ACTIVA,LUIS EDUARDO BARRERA SIACHOQUE,NULL
4962,PERSONERIA DE BARRANCA DE UPIA,822005087,TERRITORIAL,MUNICIPAL,NO APLICA,ORGANOS DE CONTROL,NO APLICA,PERSONERÍA MUNICIPAL,NO APLICA,110,BARRANCA DE UPÍA,50,META,"""CALLE 11 # 2-15/17 CENTRO""",NULL,NULL,3114578504,http://www.personeria-barrancadeupia.gov.co,-72.966577,4.567588,ACTIVA,GUSTAVO ZUBIETA BARRETO,NULL
6143,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. .,890399032,TERRITORIAL,DEPARTAMENTAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIO OFICIAL,VINCULADAS,1,CALI,76,VALLE DEL CAUCA,"""Avenida 5N # 23AN-41""",6650557,NULL,6203400,http://www.acuavalle.gov.co,-76.531985,3.451647,ACTIVA,NULL,NULL
4848,LOTERIA DE BOGOTA,899999270,TERRITORIAL,DISTRITAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,EMPRESAS INDUSTRIALES Y COMERCIALES DEL ESTADO,VINCULADAS,1,BOGOTÁ. D.C.,11,BOGOTÁ. D.C.,"""CARRERA 32 A 26  14  """,3351535,NULL,3351535,http://loteriadebogota.com,-74.072092,4.710989,ACTIVA,NULL,NULL
5923,PERSONERIA DE SAN JUANITO,NULL,TERRITORIAL,MUNICIPAL,NO APLICA,ORGANOS DE CONTROL,NO APLICA,PERSONERÍA MUNICIPAL,NO APLICA,686,SAN JUANITO,50,META,"""Carrera 3a. No. 6-54""",NULL,NULL,6728644,NO DISPONIBLE,-73.676189,4.457915,ACTIVA,NULL,NULL
4435,HOSPITAL MILITAR DE ORIENTE,8300396705,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,EMPRESAS SOCIALES DEL ESTADO,VINCULADAS,1,VILLAVICENCIO,50,META,"""Cantón Militar de Apiay Km 7 Vía Puerto López""",NULL,NULL,6698806,NO DISPONIBLE,-73.63769,4.151382,ACTIVA,NULL,NULL
4159,EMPRESA DE SERVICIOS PUBLICOS URBANO DE TRANSPORTE MASIVO DE PASAJEROS TRANSMETRO S.A.,802021209,TERRITORIAL,DISTRITAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIO OFICIAL,VINCULADAS,1,BARRANQUILLA,08,ATLÁNTICO,"""Carrera 46 No.45-39 Piso 4\r\n""",3797900,NULL,3792000,http://transmetro.gov.co,-74.806981,11.004107,ACTIVA,NULL,NULL
1932,CONCEJO DE PIEDRAS,809003045,TERRITORIAL,MUNICIPAL,NO APLICA,CORPORACIÓN POLÍTICO ADMINISTRATIVA,NO APLICA,CONCEJO MUNICIPAL,NO APLICA,547,PIEDRAS,73,TOLIMA,"""Parque Principal.""",2834069,NULL,2834069,http://www.concejopiedrastolima.gov.co,-74.878165,4.54304,ACTIVA,JAIRO LABRADOR GONGORA,NULL
3780,EMPRESA DE SERVICIOS PUBLICOS DE ZIPACON ZIPAGUAS S.A,900259363,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIO OFICIAL,VINCULADAS,898,ZIPACÓN,25,CUNDINAMARCA,"""carrera 4 calle 4""",8436142,NULL,8249331,NO DISPONIBLE,-74.380049,4.759634,ACTIVA,NULL,NULL
1848,CONCEJO DE ITAGUI,890980093,TERRITORIAL,MUNICIPAL,NO APLICA,CORPORACIÓN POLÍTICO ADMINISTRATIVA,NO APLICA,CONCEJO MUNICIPAL,NO APLICA,360,ITAGÜÍ,05,ANTIOQUIA,"""Cra. 51 No. 51 - 55  Piso IV""",3720804,NULL,3737676,http://www.concejodeitagui.gov.co,-75.614671,6.167568,ACTIVA,NULL,NULL
2650,CONTRALORIA DEPARTAMENTAL DEL CAUCA,891500403,TERRITORIAL,DEPARTAMENTAL,NO APLICA,ORGANOS DE CONTROL,NO APLICA,CONTRALORÍA DEPARTAMENTAL,NO APLICA,1,POPAYÁN,19,CAUCA,"""Carrera 7 # 1N - 66 Edificio Lotería del Cauca 2° Piso""",018000913900,NULL,8331230,http://www.contraloria-cauca.gov.co,-76.614739,2.444814,ACTIVA,NULL,NULL
4783,INSTITUTO PARA EL DEPORTE Y LA RECREACION DE TAURAMENA,844001542,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,ESTABLECIMIENTO PÚBLICO,ADSCRITAS,410,TAURAMENA,85,CASANARE,"""Diagonal 8 No. 7 - 191""",6247009,NULL,6247929,http://www.inderta.gov.co,-72.749735,5.016818,ACTIVA,NULL,NULL
8339,FONDO DE DESARROLLO LOCAL SUBA BOGOTA,NULL,TERRITORIAL,DISTRITAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,FONDO CUENTA CON PERSONERÍA JURÍDICA,VINCULADAS,1,BOGOTÁ. D.C.,11,BOGOTÁ. D.C.,"""VACIA""",NULL,NULL,NULL,NO DISPONIBLE,-74.072092,4.710989,ACTIVA,NULL,NULL
8056,CORPORACION PARQUE REGIONAL ECOTURISTICO ARVI,900153128,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,CORPORACIONES E INSTITUCIONES DE INVESTIGACIÓN,ADSCRITAS,1,MEDELLÍN,05,ANTIOQUIA,"""Calle 32EE No 75C - 82""",NULL,NULL,4442979,http://arvi.pacifica.co,-75.564574,6.2530471,ACTIVA,NULL,NULL
3205,HOSPITAL DEPARTAMENTAL UNIVERSITARIO DEL QUINDIO SAN JUAN DE DIOS E.S.E.,800000118,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,EMPRESAS SOCIALES DEL ESTADO,VINCULADAS,1,ARMENIA,63,QUINDÍO,"""AVENIDA BOLIVAR 17 NORTE""",7497000,NULL,7493895,NO DISPONIBLE,-75.675689,4.535,ACTIVA,NULL,NULL
8453,INSTITUTO DE DESARROLLO ECONOMICO DEL SUR,901075548,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,ESTABLECIMIENTO PÚBLICO,ADSCRITAS,356,IPIALES,52,NARIÑO,"""calle 6 A No. 9-36 Bloque 1 y 2 Alfonso Lopez""",NULL,NULL,3017648305,NO DISPONIBLE,-77.639504,.825542,ACTIVA,NULL,NULL
5724,PERSONERIA DE MANI,NULL,TERRITORIAL,MUNICIPAL,NO APLICA,ORGANOS DE CONTROL,NO APLICA,PERSONERÍA MUNICIPAL,NO APLICA,139,MANÍ,85,CASANARE,"""VACIA""",NULL,NULL,6381015,NO DISPONIBLE,-72.280702,4.817986,ACTIVA,NULL,NULL
2767,HOSPITAL LOCAL MARIA LA BAJA,806010788,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,EMPRESAS SOCIALES DEL ESTADO,VINCULADAS,442,MARÍA LA BAJA,13,BOLÍVAR,"""Calle  20  #  8 - 78""",6261103,NULL,6261103,NO DISPONIBLE,-75.303139,9.983775,ACTIVA,NULL,NULL
2015,CONCEJO DE SANTACRUZ,814001903,TERRITORIAL,MUNICIPAL,NO APLICA,CORPORACIÓN POLÍTICO ADMINISTRATIVA,NO APLICA,CONCEJO MUNICIPAL,NO APLICA,699,SANTACRUZ,52,NARIÑO,"""VACIA""",NULL,NULL,3136995072,http://www.santacruz-narino.gov.co,-77.722316,1.278454,ACTIVA,NULL,NULL
1379,C.P.G.A. CORPORACION VILLA AMAZONICA,900015977,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,ESTABLECIMIENTO PÚBLICO,ADSCRITAS,1,MOCOA,86,PUTUMAYO,"""Carrera 7   6 -34 Piso 2""",4284008,NULL,4204168,NO DISPONIBLE,-76.647655,1.145859,ACTIVA,NULL,NULL
0199,ALCALDIA DE CARMEN DE APICALA,800100050,TERRITORIAL,MUNICIPAL,CENTRAL,RAMA EJECUTIVA,NO APLICA,ALCALDÍA,ADSCRITAS,148,CARMEN DE APICALÁ,73,TOLIMA,"""Palacio Municipal Calle 5 esquina""",2478180,NULL,2478180,http://www.carmendeapicala-tolima.gov.co,-74.715312,4.152951,ACTIVA,GERMAN  MOGOLLON DONOSO,NULL
13051,PROVINCIA ADMINISTRATIVA Y DE PLANIFICACIÓN PAP- DEL SAN JUAN,901624414,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,PROVINCIAS ADMINISTRATIVAS Y DE PLANIFICACIÓN  PAP,,34,ANDES,05,ANTIOQUIA,NULL,NULL,NULL,NULL,NO DISPONIBLE,-75.879654,5.656421,ACTIVA,MARÍA CAROLINA JIMÉNEZ JIMÉNEZ,NULL
1505,"CONCEJO DE ALBAN -- ALBAN, CUNDINAMARCA",899999450,TERRITORIAL,MUNICIPAL,NO APLICA,CORPORACIÓN POLÍTICO ADMINISTRATIVA,NO APLICA,CONCEJO MUNICIPAL,NO APLICA,19,ALBÁN,25,CUNDINAMARCA,"""CARRERA 3   1  38 PISO 3""",8469213,NULL,8469213,http://www.albancundinamarca.gov.co,-74.437772,4.876248,ACTIVA,CARLOS ALBERTO GARCÍA MARTÍNEZ,NULL
2073,CONCEJO DE VEGACHI,890985285,TERRITORIAL,MUNICIPAL,NO APLICA,CORPORACIÓN POLÍTICO ADMINISTRATIVA,NO APLICA,CONCEJO MUNICIPAL,NO APLICA,858,VEGACHÍ,05,ANTIOQUIA,"""Cra 49 Nº 50A-14. Vegachi - Antioquia""",8305626,NULL,8305625,http://www.vegachi-antioquia.gov.co,-74.796476,6.772879,ACTIVA,NULL,NULL
0976,ALCALDIA DE ROSAS,800095983,TERRITORIAL,MUNICIPAL,CENTRAL,RAMA EJECUTIVA,NO APLICA,ALCALDÍA,ADSCRITAS,622,ROSAS,19,CAUCA,"""Carrera 6 No. 3-46 Edificio CAM""",8254013,NULL,3108250551,http://www.rosas-cauca.gov.co,-76.740614,2.261858,ACTIVA,JOSE ROBERTO CAMPO OSORIO,NULL
5826,PERSONERIA DE PUERTO CONCORDIA,NULL,TERRITORIAL,MUNICIPAL,NO APLICA,ORGANOS DE CONTROL,NO APLICA,PERSONERÍA MUNICIPAL,NO APLICA,450,PUERTO CONCORDIA,50,META,"""VACIA""",NULL,NULL,3204760693,NO DISPONIBLE,-72.756234,2.623645,ACTIVA,Yeimmy Azucena Moreno Suarez,NULL
2423,CONCEJO DE SALENTO,NULL,TERRITORIAL,MUNICIPAL,NO APLICA,CORPORACIÓN POLÍTICO ADMINISTRATIVA,NO APLICA,CONCEJO MUNICIPAL,NO APLICA,690,SALENTO,63,QUINDÍO,"""CALLE 6  6 No 30""",NULL,NULL,7593128,http://www.salento-quindio.gov.co,-75.570777,4.637376,ACTIVA,NULL,NULL
0709,ALCALDIA DE LA UNION - ANTIOQUIA,890981995,TERRITORIAL,MUNICIPAL,CENTRAL,RAMA EJECUTIVA,NO APLICA,ALCALDÍA,ADSCRITAS,400,LA UNIÓN,05,ANTIOQUIA,"""Carrera 10 Nº10-10""",5560610,NULL,5560610,http://www.launion.gov.co,-75.360976,5.973839,ACTIVA,HUGO   BOTERO LOPEZ,NULL
0864,ALCALDIA DE PEQUE,890982301,TERRITORIAL,MUNICIPAL,CENTRAL,RAMA EJECUTIVA,NO APLICA,ALCALDÍA,ADSCRITAS,543,PEQUE,05,ANTIOQUIA,"""Calle principal""",0948552223,NULL,8552043,NO DISPONIBLE,-75.908107,7.021535,ACTIVA,Froy Faber Hernandez Tuberquia,NULL
0945,ALCALDIA DE PURISIMA,800079162,TERRITORIAL,MUNICIPAL,CENTRAL,RAMA EJECUTIVA,NO APLICA,ALCALDÍA,ADSCRITAS,586,PURÍSIMA DE LA CONCEPCIÓN,23,CÓRDOBA,"""CALLE 3 Nº 7-59 PALACIO MUNICIPAL""",7762047,NULL,7762022,http://www.purisima-cordoba.gov.co,-75.723394,9.236872,ACTIVA,NESTOR MANUEL LEMUS PATERNINA,NULL
2549,CONCEJO DE TARSO,NULL,TERRITORIAL,MUNICIPAL,NO APLICA,CORPORACIÓN POLÍTICO ADMINISTRATIVA,NO APLICA,CONCEJO MUNICIPAL,NO APLICA,792,TARSO,05,ANTIOQUIA,"""Cra 20 No. 20-08 Plaza Principal""",NULL,NULL,(57)(4)8458541 EXT 104,http://www.concejo-tarso-antioquia.gov.co/,-75.2822403,5.864925,ACTIVA,NULL,NULL
4717,INSTITUTO MUNICIPAL DE RECREACION Y DEPORTE DE CHIA,800201907,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,ESTABLECIMIENTO PÚBLICO,ADSCRITAS,175,CHÍA,25,CUNDINAMARCA,"""Av.Padrialla No. 6 -84 Chìa Cundinamarca""",NULL,NULL,8844625,NO DISPONIBLE,-74.050916,4.864758,ACTIVA,ALDOVER ALEXANDER COLORADO CASTAÑO,NULL
0420,ALCALDIA DE LERIDA,890702034,TERRITORIAL,MUNICIPAL,CENTRAL,RAMA EJECUTIVA,NO APLICA,ALCALDÍA,ADSCRITAS,408,LÉRIDA,73,TOLIMA,"""calle 8 # 3-19 Lerida - Tolima""",2890932,NULL,2890777,http://www.lerida-tolima.gov.co,-74.912667,4.860823,ACTIVA,MARCO ANTONIO OSPINA VELANDIA,NULL
1320,ASOCIACION DE MUNICIPIOS DE LA PROVINCIA DE OBANDO,999999999,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,ESTABLECIMIENTO PÚBLICO,NO APLICA,1,MEDELLÍN,05,ANTIOQUIA,"""Carrera 6  8 - 41 Piso 3""",7304802,NULL,7304434,NO DISPONIBLE,-75.564574,6.2530471,ACTIVA,NULL,NULL
8195,REGION ADMINISTRATIVA Y DE PLANEACION ESPECIAL,900788066,TERRITORIAL,ORGANIZACIÓN TERRITORIAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,REGIÓN ADMINISTRATIVA Y DE PLANIFICACIÓN ESPECIAL  RAPE,ADSCRITAS,1,BOGOTÁ. D.C.,11,BOGOTÁ. D.C.,"""VACIA""",NULL,NULL,4434170,www.regioncentralrape.gov.co,-74.072092,4.710989,ACTIVA,RICARDO AGUDELO SEDANO,NULL
1652,CONCEJO DE COTA,NULL,TERRITORIAL,MUNICIPAL,NO APLICA,CORPORACIÓN POLÍTICO ADMINISTRATIVA,NO APLICA,CONCEJO MUNICIPAL,NO APLICA,214,COTA,25,CUNDINAMARCA,"""VACIA""",8965970,NULL,8641422,http://www.concejo-cota-cundinamarca.gov.co,-74.103121,4.809271,ACTIVA,NULL,NULL
1142,ALCALDIA DE SORACA,800015909,TERRITORIAL,MUNICIPAL,CENTRAL,RAMA EJECUTIVA,NO APLICA,ALCALDÍA,ADSCRITAS,764,SORACÁ,15,BOYACÁ,"""Calle 6 No 4.56""",7404270,NULL,7404270,http://www.soraca-boyaca.gov.co,-73.332701,5.500849,ACTIVA,Jose Misael Neva Ocacion,NULL
3845,EMPRESAS PUBLICAS DE APARTADO S.A.S E.S.P.,9010660643,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,EMPRESAS DE SERVICIOS PUBLICOS DOMICILIARIOS - MIXTAS,VINCULADAS,45,APARTADÓ,05,ANTIOQUIA,"""Calle 7 sur 42 70 oficina 2202 ed. forum\r\n""",8280457,NULL,8289400,NO DISPONIBLE,-76.624692,7.882761,ACTIVA,NULL,NULL
8335,FONDO DE DESARROLLO LOCAL BOSA BOGOTA,NULL,TERRITORIAL,DISTRITAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,FONDO CUENTA CON PERSONERÍA JURÍDICA,VINCULADAS,1,BOGOTÁ. D.C.,11,BOGOTÁ. D.C.,"""VACIA""",NULL,NULL,NULL,NO DISPONIBLE,-74.072092,4.710989,ACTIVA,NULL,NULL
4819,INSTITUCION PRESTADORA DE SERVICIOS DE SALUD INDIGENA GRAN CUMBAL DE NARIÑO,814003158,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,INSTITUCIÓN PRESTADORA DE SERVICIOS DE SALUD,ADSCRITAS,227,CUMBAL,52,NARIÑO,"""VACIA""",NULL,NULL,NULL,NO DISPONIBLE,-77.791184,.904589,ACTIVA,NULL,NULL
1956,CONCEJO DE RIO QUITO,818000899,TERRITORIAL,MUNICIPAL,NO APLICA,CORPORACIÓN POLÍTICO ADMINISTRATIVA,NO APLICA,CONCEJO MUNICIPAL,NO APLICA,600,RÍO QUITO,27,CHOCÓ,"""Cabecera Municipal Paimado - Rioquito - Chocó""",6713336,NULL,NULL,http://www.concejorioquitochoco.gov.co,-76.779817,5.538086,ACTIVA,LUIS CARLOS ROMAÑA MENA,NULL
2361,"CONCEJO DE PROVIDENCIA -- PROVIDENCIA, NARIÑO",814000499,TERRITORIAL,MUNICIPAL,NO APLICA,CORPORACIÓN POLÍTICO ADMINISTRATIVA,NO APLICA,CONCEJO MUNICIPAL,NO APLICA,565,PROVIDENCIA,52,NARIÑO,"""Avenida Los Estudiantes""",NULL,NULL,7496096,http://www.providencianarino.gov.co,-77.59743,1.239018,ACTIVA,ZOILA MARIELA GETIAL GETIAL,NULL
0808,ALCALDIA DE NOCAIMA,899999718,TERRITORIAL,MUNICIPAL,CENTRAL,RAMA EJECUTIVA,NO APLICA,ALCALDÍA,ADSCRITAS,491,NOCAIMA,25,CUNDINAMARCA,"""Carrera 6 No. 6-41""",8451055,NULL,8451035,http://www.nocaima-cundinamarca.gov.co,-74.380305,5.069435,ACTIVA,Juan Carlos Vasquez Arias,NULL
8472,EMPRESAS PUBLICAS MUNICIPALES DE CANALETE CORDOBA,812001885,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIO OFICIAL,ADSCRITAS,90,CANALETE,23,CÓRDOBA,"""CRA 5 N° 3 - 18 URB SOTO\r\n""",7601010,NULL,7601010,http://www.canalete-cordoba.gov.co,-76.240381,8.788161,ACTIVA,NULL,NULL
0907,CORPORACION AUTONOMA REGIONAL DEL CESAR,892301483,NACIONAL,NO APLICA,NO APLICA,ORGANOS AUTÓNOMOS,AMBIENTE Y DESARROLLO SOSTENIBLE,ORGANOS AUTÓNOMOS,NO APLICA,1,VALLEDUPAR,20,CESAR,"""CARRERA 9 N 9  88  """,5737181,NULL,5748960,http://www.corpocesar.gov.co,-73.243633,10.474245,ACTIVA,NULL,NULL
4546,INSTITUTO DE DEPORTES Y RECREACION DE YARUMAL - INDERYAL - YARUMAL,800211333,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,ESTABLECIMIENTO PÚBLICO,ADSCRITAS,887,YARUMAL,05,ANTIOQUIA,"""CALLE 12 C 24  25 Coliseo Cubierto""",8871841,NULL,8871841,NO DISPONIBLE,-75.419069,6.961969,ACTIVA,NULL,NULL
5416,PERSONERIA DE ROLDANILLO,NULL,TERRITORIAL,MUNICIPAL,NO APLICA,ORGANOS DE CONTROL,NO APLICA,PERSONERÍA MUNICIPAL,NO APLICA,622,ROLDANILLO,76,VALLE DEL CAUCA,"""VACIA""",NULL,NULL,NULL,NO DISPONIBLE,-76.152173,4.414138,ACTIVA,Jaime Mondragon Gordillo,NULL
1289,AREA METROPOLITANA CENTRO OCCIDENTE DE PEREIRA,891410902,TERRITORIAL,ÁREA METROPOLITANA,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,ÁREA METROPOLITANA,NO APLICA,1,PEREIRA,66,RISARALDA,"""calle 25 No 7-48 piso 10""",NULL,NULL,3356535,https://www.amco.gov.co,-75.690601,4.808717,ACTIVA,Nicolas Albeiro Betancurth Villa,NULL
8305,CONCEJO DE CALDAS,NULL,TERRITORIAL,MUNICIPAL,NO APLICA,CORPORACIÓN POLÍTICO ADMINISTRATIVA,NO APLICA,CONCEJO MUNICIPAL,NO APLICA,129,CALDAS,05,ANTIOQUIA,"""VACIA""",NULL,NULL,NULL,NO DISPONIBLE,-75.633347,6.094317,ACTIVA,NULL,NULL
1307,ASOCIACION CANAL LOCAL DE TELEVISION DE MEDELLIN  TELEMEDELLIN,811006762,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,ESTABLECIMIENTO PÚBLICO,ADSCRITAS,1,MEDELLÍN,05,ANTIOQUIA,"""Carrera 64c 72-58  (tránsito de caribe)""",NULL,NULL,4489590,http://www.telemedellin.tv,-75.564574,6.2530471,ACTIVA,DENINSON MENDOZA RAMOS,NULL
2187,CONCEJO DE GÜEPSA,8902077901,TERRITORIAL,MUNICIPAL,NO APLICA,CORPORACIÓN POLÍTICO ADMINISTRATIVA,NO APLICA,CONCEJO MUNICIPAL,NO APLICA,327,GÜEPSA,68,SANTANDER,"""Calle 3a Cra. 5ta Esquina.""",NULL,NULL,7583103,http://www.guepsasantander.gov.co,-73.3421,6.0128,ACTIVA,IMELDA RINCON HOGUIN,NULL
8015,FUERZA AEREA COLOMBIANA,899999003,NACIONAL,NO APLICA,CENTRAL,RAMA EJECUTIVA,DEFENSA,ESPECIAL,NO APLICA,1,BOGOTÁ. D.C.,11,BOGOTÁ. D.C.,"""Avenida Eldorado Carrera 52 CAN""",3159800,NULL,3159800,http://www.fac.mil.co,-74.072092,4.710989,ACTIVA,NULL,NULL
0566,ALCALDIA DE EL TARRA,800138959,TERRITORIAL,MUNICIPAL,CENTRAL,RAMA EJECUTIVA,NO APLICA,ALCALDÍA,ADSCRITAS,250,EL TARRA,54,NORTE DE SANTANDER,"""Calle 14 # 6 - 45 Barrio Pueblo Nuevo""",5113100,NULL,5113077,http://www.eltarra-nortedesantander.gov.co,-73.09339,8.57451,ACTIVA,YAIR  DIAZ PEÑARANDA,NULL
4403,GOBERNACION DE CAQUETA,800091594,TERRITORIAL,DEPARTAMENTAL,CENTRAL,RAMA EJECUTIVA,NO APLICA,GOBERNACIÓN,ADSCRITAS,1,FLORENCIA,18,CAQUETÁ,"""Cra 13 Cll 15 Esquina Edificio Gobernación""",4366860,NULL,4366860,www.caqueta.gov.co,-75.604236,1.615386,ACTIVA,ARNULFO  GASCA TRUJILLO,NULL
0631,ALCALDIA DE GUARANDA,800061313,TERRITORIAL,MUNICIPAL,CENTRAL,RAMA EJECUTIVA,NO APLICA,ALCALDÍA,ADSCRITAS,265,GUARANDA,70,SUCRE,"""Carrera 5  Nª 4-67 guaranda sucre""",2911001,NULL,2911001,http://www.alcaldiadeguaranda.gov.co,-74.537025,8.46831,ACTIVA,ROBIRO GUSTAVO DIAZ TOVAR,NULL
3557,HOSPITAL SAGRADO CORAZON DE JESUS DE SOCHA,881862576,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,EMPRESAS SOCIALES DEL ESTADO,VINCULADAS,757,SOCHA,15,BOYACÁ,"""carrera 7 No. 6-68""",NULL,NULL,NULL,http://www.esehospitaldesocha.gov.co,-72.692665,5.99713,ACTIVA,NULL,NULL
0727,ALCALDIA DE LOPEZ DE MICAY,800051168,TERRITORIAL,MUNICIPAL,CENTRAL,RAMA EJECUTIVA,NO APLICA,ALCALDÍA,ADSCRITAS,418,LÓPEZ DE MICAY,19,CAUCA,"""calle de las flores - Lopez de Micay""",8405010,NULL,8405010,NO DISPONIBLE,-77.145,2.5047,ACTIVA,Wanner Dario Suárez Mantilla,NULL
5567,PERSONERIA DE EL BANCO,819002038,TERRITORIAL,MUNICIPAL,NO APLICA,ORGANOS DE CONTROL,NO APLICA,PERSONERÍA MUNICIPAL,NO APLICA,245,EL BANCO,47,MAGDALENA,"""CALLE 6 E 7 O 3  """,NULL,NULL,3004716661,NO DISPONIBLE,-73.973864,9.003507,ACTIVA,Mauricio Fernando Meneses Cantillo,NULL
5945,PERSONERIA DE SANTA ANA,NULL,TERRITORIAL,MUNICIPAL,NO APLICA,ORGANOS DE CONTROL,NO APLICA,PERSONERÍA MUNICIPAL,NO APLICA,707,SANTA ANA,47,MAGDALENA,"""Calle 2 No. 5 - 56""",NULL,NULL,6837004,NO DISPONIBLE,-74.570544,9.322961,ACTIVA,NULL,NULL
6030,PERSONERIA DE TOLUVIEJO,823002530,TERRITORIAL,MUNICIPAL,NO APLICA,ORGANOS DE CONTROL,NO APLICA,PERSONERÍA MUNICIPAL,NO APLICA,823,SAN JOSÉ DE TOLUVIEJO,70,SUCRE,"""Diagonal 2 N 6 - 12 calle real Toluviejo - Sucre""",2949904,NULL,2949904,NO DISPONIBLE,-75.439135,9.452849,ACTIVA,NULL,NULL
5668,PERSONERIA DE LA CEJA,890981207,TERRITORIAL,MUNICIPAL,NO APLICA,ORGANOS DE CONTROL,NO APLICA,PERSONERÍA MUNICIPAL,NO APLICA,376,LA CEJA,05,ANTIOQUIA,"""Personeria Municipal de la Ceja del Tambo""",5530785,NULL,NULL,http://www.laceja.gov.co,-75.431596,6.027632,ACTIVA,Alejandra Marcela Arenas Moreno,NULL
